PGC_name       PGC_no        vrad      e_vrad        vopt      e_vopt           v         e_v        vvir        zvir     z_err          type     objname   hl_names
PGC0024528   2.453e+04        1721        11.5      1747.8        33.3      1723.8         9.6      1906.7     0.00636   3.202e-05          S0    UGC04551 MCG+08-16-025
PGC0024530   2.453e+04      2085.1         4.6      2101.7        38.1      2085.3         3.6      2182.8    0.007281   1.201e-05         Sab    UGC04559  2MFGC06861
PGC0024531   2.453e+04      4235.7           8        4230        31.7      4235.4         5.7      4354.3     0.01452   1.901e-05        SABb     NGC2649   PGC024531
PGC0024532   2.453e+04        7673         7.9      7661.9        24.4      7671.9         5.8      7785.3     0.02597   1.935e-05         Sbc    UGC04558  2MFGC06862
PGC0024545   2.454e+04      1288.2         5.4       -9999       -9999      1288.2         5.4      1503.8    0.005016   1.801e-05          Sd    UGC04549 SDSSJ084421.43+585031.1
PGC0024548   2.455e+04      4066.3         4.5       -9999       -9999      4066.3         4.5      4062.5     0.01355   1.501e-05          Sc    UGC04565  2MFGC06865
PGC0024572   2.457e+04       -9999       -9999     12223.8        25.8     12223.8        25.8     12417.1     0.04142   8.606e-05         Sab    UGC04560  2MFGC06872
PGC0024573   2.457e+04        4007        10.3      4036.9        20.9      4012.8        10.6      3967.3     0.01323   3.536e-05          Sc    UGC04571 CGCG005-005
PGC0024575   2.458e+04      8667.5         8.6      8677.9        18.7      8669.3         6.5      8844.3      0.0295   2.168e-05         SBc    UGC04562 CGCG237-016
PGC0024594   2.459e+04      6441.8         4.7        6474        28.8      6442.6         4.7      6529.5     0.02178   1.568e-05        SABd    UGC04570    UGC04570
PGC0024595    2.46e+04      4140.6         4.9       -9999       -9999      4140.6         4.9      4137.6      0.0138   1.634e-05         Scd     NGC2657 IRAS08425+0949
PGC0024621   2.462e+04     12916.7         5.3     12928.5          51     12916.8         3.9     12984.7     0.04331   1.301e-05          Sb    UGC04575 SDSSJ084539.64+235207.6
PGC0024640   2.464e+04        4047         7.9      4083.5        34.2      4048.8         7.9      4172.7     0.01392   2.635e-05          Sc    UGC04579 SDSSJ084612.18+354137.0
PGC0024641   2.464e+04       -9999       -9999      9102.9        48.6      9102.9        48.6      9252.7     0.03086   0.0001621          Sb    UGC04578 CGCG208-045
PGC0024654   2.465e+04       -9999       -9999      7155.1          24      7155.1          24      7333.2     0.02446   8.006e-05         Sbc    UGC04580   PGC024654
PGC0024665   2.466e+04       -9999       -9999      8734.7        54.3      8734.7        54.3      8718.8     0.02908   0.0001811         Sab    UGC04594   PGC024665
PGC0024669   2.467e+04       -9999       -9999      6315.2        20.1      6315.2        20.1      6404.2     0.02136   6.705e-05           E      IC2393 MCG+05-21-007
PGC0024674   2.467e+04        6436         5.5       -9999       -9999        6436         5.5      6525.3     0.02177   1.835e-05        SABc    UGC04591  2MFGC06895
PGC0024678   2.468e+04        6361         7.5        6320          20      6355.9        10.8      6445.2      0.0215   3.602e-05         SBb      IC2394 CGCG150-031
PGC0024688   2.469e+04       -9999       -9999      3041.3        36.8      3041.3        36.8        3224     0.01075   0.0001228          S0    UGC04587 SDSSJ084722.72+493331.5
PGC0024707   2.471e+04       -9999       -9999     13616.5          46     13616.5          46     13815.4     0.04608   0.0001534        E-SO     NGC2656 SDSSJ084753.07+535234.2
PGC0024710   2.471e+04      5655.4         6.7      5656.5        52.2      5655.5         4.6      5733.5     0.01912   1.534e-05         Sab    UGC04602 SDSSJ084755.80+254954.0
PGC0024728   2.473e+04       -9999       -9999       12197        28.2       12197        28.2     12330.5     0.04113   9.407e-05          S0      IC2401 CGCG180-008
PGC0024743   2.474e+04       -9999       -9999        8485        26.4        8485        26.4      8440.2     0.02815   8.806e-05         Sbc    UGC04610 CGCG005-010
PGC0024762   2.476e+04      8642.9         9.3      8637.1        19.1      8641.8         5.9      8596.8     0.02868   1.968e-05         Sab    UGC04613     KPG174B
PGC0024771   2.477e+04      5961.5         6.6       -9999       -9999      5961.5         6.6        6059     0.02021   2.202e-05          Sc    UGC04611 MCG+05-21-011
PGC0024784   2.478e+04      1349.3         3.3      1329.9        34.7      1349.1         2.7      1569.9    0.005237   9.006e-06        SBab     NGC2654  2MFGC06926
PGC0024791   2.479e+04        7529         7.9      7511.8        18.9      7526.4         6.8      7655.6     0.02554   2.268e-05         Sab     NGC2668 NRGb007.014
PGC0024796    2.48e+04      8175.8         4.2      8180.5        24.3        8176         3.1      8272.1     0.02759   1.034e-05        SABc    UGC04617 [WTK2001]J084927.23+293112.2
PGC0024830   2.483e+04        8471         4.5        8505          81      8471.1         3.8      8438.9     0.02815   1.268e-05          Sc    UGC04625  2MFGC06938
PGC0024833   2.483e+04       -9999       -9999     12811.1        47.2     12811.1        47.2     12960.6     0.04323   0.0001574         Scd    UGC04622 CGCG208-056
PGC0024839   2.484e+04        8297          10      8288.7        25.8      8295.9         6.7      8375.2     0.02794   2.235e-05        SABa    UGC04624 SDSSJ085023.59+255714.6
PGC0024865   2.486e+04      2735.1         3.8      238798       111.5      2735.1         3.8      2806.7    0.009362   1.268e-05           I    UGC04626 SDSSJ085100.83+241917.3
PGC0024881   2.488e+04       -9999       -9999      8731.4          54      8731.4          54      8907.1     0.02971   0.0001801          S0     NGC2676   PGC024881
PGC0024884   2.488e+04       -9999       -9999      2046.3        10.3      2046.3        10.3      2149.3    0.007169   3.436e-05          S0     NGC2679 SDSSJ085132.93+305155.2
PGC0024887   2.489e+04         777         5.5         779        25.8       777.1         3.8       966.5    0.003224   1.268e-05          Sc    UGC04628 CGCG264-020
PGC0024908   2.491e+04        5777         9.4      9271.3        20.8        5777         9.4      5973.1     0.01992   3.136e-05         SBb    UGC04633 CGCG264-023
PGC0024909   2.491e+04       -9999       -9999        9345        18.6        9345        18.6      9543.8     0.03183   6.204e-05           E     NGC2675 CGCG264-021
PGC0024930   2.493e+04       410.3         3.4       301.7        19.2       407.1        13.3       522.2    0.001742   4.436e-05          Sb     NGC2683 MCG+06-20-011
PGC0024944   2.494e+04        4511        10.3      4554.1        58.5      4512.3         8.8      4458.5     0.01487   2.935e-05          Sd    UGC04651 6dFJ0853062-010147
PGC0024948   2.495e+04        8774         7.9      8774.9        48.6        8774         5.5        8771     0.02926   1.835e-05         Sab      IC0523   PGC024948
PGC0024960   2.496e+04        6192         4.6      6213.5        34.5      6192.4         3.7      6167.6     0.02057   1.234e-05          Sc    UGC04655  2MFGC06969
PGC0024961   2.496e+04         676         7.9       685.3        22.8         677         5.7       867.5    0.002894   1.901e-05        S0-a     NGC2681 IRAS08500+5130
PGC0024963   2.496e+04        1881         5.5        1913        55.2      1881.3         4.5      2048.5    0.006833   1.501e-05           I    UGC04648    UGC04648
PGC0024964   2.496e+04        8890         8.5        8863          51      8889.3         6.6      9030.2     0.03012   2.202e-05         Sab    UGC04650   PGC024964
PGC0024981   2.498e+04       -9999       -9999     16728.9        35.6     16728.9        35.6     16852.2     0.05621   0.0001187         SBb   PGC024981 SDSSJ085354.61+350844.1
PGC0024996     2.5e+04      4382.7         4.3      4389.6        17.5      4383.1           3      4495.2     0.01499   1.001e-05          Sc      IC2421 MCG+06-20-013
PGC0025001     2.5e+04      2202.1         2.7      2217.9        83.9      2202.1           2      2322.9    0.007748   6.671e-06          Sm    UGC04660 SDSSJ085424.04+343321.2
PGC0025009   2.501e+04       -9999       -9999      5076.6        14.5      5076.6        14.5      5288.2     0.01764   4.837e-05          S0      IC0522   PGC025009
PGC0025012   2.501e+04      1749.9         4.5        1732          38      1749.6         3.5      1924.1    0.006418   1.167e-05        SABd    UGC04659    UGC04659
PGC0025020   2.502e+04      3991.2         8.9        4039        23.9        3997        12.5        4140     0.01381    4.17e-05          Sa     NGC2691     NGC2691
PGC0025065   2.506e+04       876.4         3.7       880.4         7.6       877.2         2.6      1094.2     0.00365   8.673e-06        S0-a     NGC2685 PANCAKE_GALAXY
PGC0025081   2.508e+04        3818         4.4      3831.6        33.3      3818.2         3.4      3782.9     0.01262   1.134e-05        SBcd    UGC04673 SDSSJ085552.28+023127.3
PGC0025086   2.509e+04       -9999       -9999      4217.2        17.7      4217.2        17.7      4430.7     0.01478   5.904e-05         Sbc    UGC04668  2MFGC06995
PGC0025128   2.513e+04      2521.3         6.2      2533.4        18.8      2522.5         4.9      2476.8    0.008262   1.634e-05         Scd    UGC04684 HIPASSJ0856+00
PGC0025134   2.513e+04      7120.5         9.6      7132.3        37.5      7121.2           7        7264     0.02423   2.335e-05         Sab     NGC2704      IC2424
PGC0025142   2.514e+04        4026        12.1      3784.9        16.6      3942.6        81.4      4136.6      0.0138   0.0002715        SBab     NGC2692 MCG+09-15-057
PGC0025143   2.514e+04       -9999       -9999      5087.3        21.9      5087.3        21.9      5278.6     0.01761   7.305e-05           E     NGC2694 NPM1G+51.0121
PGC0025144   2.514e+04       -9999       -9999      4909.5        24.8      4909.5        24.8      5100.8     0.01701   8.272e-05           E     NGC2693     NGC2693
PGC0025147   2.515e+04        3020         9.4      5176.6        14.5        3020         9.4      3213.1     0.01072   3.136e-05         Scd    UGC04676 SDSSJ085705.71+514850.6
PGC0025154   2.515e+04       -9999       -9999      4704.1        24.4      4704.1        24.4        4896     0.01633   8.139e-05          Sc    UGC04679  2MFGC07004
PGC0025161   2.516e+04      3918.2         5.1      3919.2        12.5      3918.4         3.4      3885.5     0.01296   1.134e-05         SBb     NGC2713     NGC2713
PGC0025172   2.517e+04       -9999       -9999      3615.4        19.6      3615.4        19.6      3583.4     0.01195   6.538e-05        S0-a     NGC2716   PGC025172
PGC0025185   2.518e+04       926.4         5.5       -9999       -9999       926.4         5.5      1144.9    0.003819   1.835e-05           I    UGC04683   PGC025185
PGC0025194   2.519e+04       -9999       -9999      9417.7        20.4      9417.7        20.4      9612.4     0.03206   6.805e-05         Sab    UGC04690 MCG+09-15-061
PGC0025210   2.521e+04      7999.9         6.4        8001           6      8000.5         3.1      8093.1       0.027   1.034e-05        SBab    UGC04698 CGCG150-053
PGC0025224   2.522e+04        8433        12.1       -9999       -9999        8433        12.1      8585.7     0.02864   4.036e-05          Sb    UGC04700 MCG+07-19-010
PGC0025225   2.522e+04      3847.5         4.8      3854.8        35.8      3847.6         3.4      3832.1     0.01278   1.134e-05        SABa     NGC2718 IRAS08561+0629
PGC0025226   2.523e+04       -9999       -9999      8465.2          47      8465.2          47        8606     0.02871   0.0001568          S0    UGC04702   PGC025226
PGC0025232   2.523e+04         596         6.3     29531.6          27         596         6.3       738.6    0.002464   2.101e-05          Sd    UGC04704 SDSSJ085858.54+391241.9
PGC0025235   2.524e+04        4872         9.4      4822.8         3.1      4827.7        10.6      5027.8     0.01677   3.536e-05          Sc    UGC04696  2MFGC07015
PGC0025237   2.524e+04      2328.9         3.3        2268        28.6      2328.1         5.4      2528.7    0.008435   1.801e-05        SABc     NGC2701   PGC025237
PGC0025248   2.525e+04      1819.2         5.9        1815           5      1816.8         3.1      1983.5    0.006616   1.034e-05         SBb     NGC2712 MCG+08-17-003
PGC0025258   2.526e+04        2538         5.5        2521          20      2536.8         4.9      2744.3    0.009154   1.634e-05         SBb     NGC2710 SDSSJ085948.41+554222.5
PGC0025280   2.528e+04       -9999       -9999        3746        70.9        3746        70.9      3715.3     0.01239   0.0002365          S0     NGC2723 NPM1G+03.0195
PGC0025281   2.528e+04        3157        10.3      3174.2        13.2      3163.5         8.2      3291.1     0.01098   2.735e-05           I     NGC2719  2MFGC07030
PGC0025282   2.528e+04       -9999       -9999      8667.5        25.2      8667.5        25.2      8815.1      0.0294   8.406e-05          Sb    UGC04716 MCG+07-19-012
PGC0025283   2.528e+04     10805.5         9.2       -9999       -9999     10805.5         9.2     11042.1     0.03683   3.069e-05         SBb    UGC04706 SDSSJ090022.62+645451.7
PGC0025284   2.528e+04       -9999       -9999      3080.2        17.3      3080.2        17.3      3207.7      0.0107   5.771e-05           I    NGC2719A KUG0857+359B
